Update,Episode,Step,dy,dx,vy,thrust,pitch,reward
0,0,83,1.62,-0.65,0.11,0.17,0.30,-0.009
0,0,84,1.62,-0.65,0.03,0.90,-0.69,-0.009
0,0,85,1.63,-0.64,0.11,0.69,-0.78,-0.009
0,0,86,1.63,-0.64,0.12,0.41,-0.49,-0.009
0,0,87,1.63,-0.64,0.04,0.63,-0.15,-0.009
0,0,88,1.63,-0.64,0.03,0.46,-0.25,-0.009
0,0,89,1.63,-0.64,-0.03,0.26,-0.53,-0.009
0,0,90,1.63,-0.63,-0.00,0.27,-0.79,-0.009
0,0,91,1.63,-0.63,0.04,0.15,0.27,-0.009
0,0,92,1.63,-0.63,0.03,0.33,-0.07,-0.009
0,0,93,1.63,-0.62,0.02,0.29,0.70,-0.009
0,0,94,1.63,-0.62,0.00,0.41,0.53,-0.009
0,0,95,1.63,-0.62,-0.00,0.49,-0.78,-0.009
0,0,96,1.63,-0.61,-0.01,0.44,0.43,-0.009
0,0,97,1.63,-0.61,-0.01,0.29,0.08,-0.009
0,0,98,1.63,-0.60,-0.02,0.09,-0.79,-0.009
0,0,99,1.63,-0.60,-0.04,0.81,-0.81,-0.009
0,0,100,1.63,-0.59,0.00,0.41,-0.82,-0.009
0,0,101,1.63,-0.59,-0.07,0.58,0.15,-0.009
0,0,102,1.63,-0.58,-0.06,0.15,-0.91,-0.009
0,0,103,1.63,-0.58,-0.07,0.54,-0.39,-0.009
0,0,104,1.63,-0.57,-0.06,0.43,-0.12,-0.009
0,0,105,1.62,-0.56,-0.07,0.13,-0.67,-0.009
0,0,106,1.62,-0.56,-0.09,0.84,-0.53,-0.009
0,0,107,1.62,-0.55,-0.04,0.09,-0.46,-0.009
0,0,108,1.62,-0.54,-0.14,0.37,-0.11,-0.009
0,0,109,1.62,-0.54,-0.11,0.31,-0.74,-0.009
0,0,110,1.61,-0.54,-0.12,0.50,-0.01,-0.009
0,0,111,1.61,-0.53,-0.12,0.31,-0.65,-0.009
0,0,112,1.61,-0.53,0.08,0.45,0.48,-0.009
0,0,113,1.62,-0.53,0.13,0.42,-0.76,-0.009
0,0,114,1.62,-0.52,0.12,0.28,-0.60,-0.009
0,0,115,1.62,-0.52,0.11,0.65,-0.54,-0.009
0,0,116,1.62,-0.52,0.11,0.72,-0.11,-0.009
0,0,117,1.63,-0.52,0.13,0.42,-0.46,-0.009
0,0,118,1.63,-0.51,0.07,0.69,-0.92,-0.009
0,0,119,1.63,-0.51,0.10,0.60,-0.77,-0.009
0,0,120,1.63,-0.51,0.10,0.45,0.79,-0.009
0,0,121,1.63,-0.51,0.10,0.70,-0.25,-0.009
0,0,122,1.64,-0.50,0.11,0.45,-0.38,-0.009
0,0,123,1.64,-0.50,0.09,0.45,-0.75,-0.009
0,0,124,1.64,-0.50,0.09,0.52,-0.35,-0.009
0,0,125,1.64,-0.50,0.09,0.58,0.09,-0.009
0,0,126,1.65,-0.49,0.09,0.50,0.59,-0.009
0,0,127,1.65,-0.49,0.08,0.08,-0.29,-0.009
0,0,128,1.65,-0.49,0.06,0.55,-0.71,-0.009
0,0,129,1.65,-0.49,0.07,0.71,0.08,-0.009
0,0,130,1.65,-0.49,0.09,0.75,0.28,-0.009
0,0,131,1.65,-0.49,0.11,0.39,-0.09,-0.009
0,0,132,1.65,-0.48,0.04,0.87,-0.29,-0.009
0,0,133,1.66,-0.48,0.10,0.16,0.55,-0.009
0,0,134,1.66,-0.48,0.01,0.74,-0.27,-0.009
0,0,135,1.66,-0.48,0.06,0.18,-0.84,-0.009
0,0,136,1.66,-0.47,0.05,0.59,-0.03,-0.009
0,0,137,1.66,-0.47,0.06,0.52,-0.96,-0.009
0,0,138,1.66,-0.47,0.05,0.40,-0.69,-0.009
0,0,139,1.66,-0.47,0.05,0.23,0.05,-0.009
0,0,140,1.66,-0.47,0.03,0.46,0.07,-0.009
0,0,141,1.67,-0.47,0.03,0.14,0.07,-0.009
0,0,142,1.67,-0.47,0.02,0.24,-0.30,-0.009
0,0,143,1.67,-0.47,0.01,0.54,-0.89,-0.009
0,0,144,1.67,-0.47,0.01,0.94,0.43,-0.009
0,0,145,1.67,-0.46,0.09,0.52,-0.47,-0.009
0,0,146,1.67,-0.46,0.05,0.15,-0.19,-0.009
0,0,147,1.67,-0.46,-0.09,0.15,-0.70,-0.009
0,0,148,1.67,-0.46,-0.03,0.47,-0.66,-0.009
0,0,149,1.67,-0.46,-0.01,0.38,0.16,-0.009
0,0,150,1.67,-0.46,-0.02,0.12,-0.49,-0.009
0,0,151,1.67,-0.46,-0.04,0.37,-0.41,-0.009
0,0,152,1.66,-0.46,-0.04,0.67,-0.31,-0.009
0,0,153,1.66,-0.46,-0.04,0.58,0.27,-0.009
0,0,154,1.66,-0.46,-0.04,0.16,0.14,-0.009
0,0,155,1.66,-0.46,-0.06,0.35,-0.36,-0.009
0,0,156,1.66,-0.46,-0.06,0.12,-0.42,-0.009
0,0,157,1.66,-0.46,-0.08,0.35,-0.80,-0.009
0,0,158,1.66,-0.46,-0.08,0.38,-0.38,-0.009
0,0,159,1.66,-0.46,-0.09,0.79,-0.58,-0.009
0,0,160,1.65,-0.46,-0.05,0.38,-0.49,-0.009
0,0,161,1.65,-0.46,-0.11,0.18,0.16,-0.009
0,0,162,1.65,-0.46,-0.12,0.50,0.02,-0.009
0,0,163,1.65,-0.46,-0.11,0.75,-0.11,-0.009
0,0,164,1.65,-0.46,-0.08,0.15,-0.75,-0.009
0,0,165,1.64,-0.46,-0.14,0.48,-0.93,-0.009
0,0,166,1.64,-0.46,-0.12,0.05,0.31,-0.009
0,0,167,1.64,-0.46,-0.14,0.27,-0.32,-0.009
0,0,168,1.64,-0.46,-0.14,0.21,-0.43,-0.009
0,0,169,1.64,-0.47,-0.03,0.20,-0.91,-0.009
0,0,170,1.64,-0.47,0.12,0.80,0.87,-0.009
0,0,171,1.64,-0.47,0.16,0.69,0.12,-0.009
0,0,172,1.65,-0.47,0.17,0.06,-0.95,-0.009
0,0,173,1.65,-0.47,0.10,0.06,-0.10,-0.009
0,0,174,1.65,-0.47,0.11,0.35,0.85,-0.009
0,0,175,1.65,-0.47,0.10,0.28,-0.23,-0.009
0,0,176,1.65,-0.47,0.09,0.51,-0.48,-0.009
0,0,177,1.66,-0.47,0.09,0.30,0.01,-0.009
0,0,178,1.66,-0.47,0.07,0.29,-0.48,-0.009
0,0,179,1.66,-0.46,0.06,0.29,-0.40,-0.009
0,0,180,1.66,-0.46,0.05,0.47,0.05,-0.009
0,0,181,1.66,-0.46,0.05,0.85,0.64,-0.009
0,0,182,1.67,-0.46,0.11,0.45,-0.75,-0.009
0,0,183,1.67,-0.46,0.04,0.13,-0.38,-0.009
0,0,184,1.67,-0.46,-0.01,0.36,-0.67,-0.009
0,0,185,1.67,-0.45,0.02,0.31,-0.32,-0.009
0,0,186,1.67,-0.45,0.02,0.80,-0.40,-0.009
0,0,187,1.67,-0.45,0.06,0.34,-0.40,-0.009
0,0,188,1.67,-0.44,-0.04,0.37,0.13,-0.009
0,0,189,1.67,-0.44,-0.01,0.71,-0.01,-0.009
0,0,190,1.67,-0.43,0.00,0.17,-0.08,-0.009
0,0,191,1.67,-0.43,-0.03,0.73,-0.63,-0.009
0,0,192,1.67,-0.42,-0.01,0.20,-0.02,-0.009
0,0,193,1.67,-0.41,-0.04,0.93,-0.89,-0.009
0,0,194,1.67,-0.41,0.04,0.55,0.35,-0.009
0,0,195,1.67,-0.40,0.01,0.33,-0.42,-0.009
0,0,196,1.67,-0.39,-0.09,0.23,-0.56,-0.009
0,0,197,1.67,-0.38,-0.07,0.88,-0.82,-0.009
0,0,198,1.67,-0.37,-0.01,0.07,0.28,-0.009
0,0,199,1.67,-0.37,-0.08,0.03,-0.14,-0.009
0,0,200,1.67,-0.36,-0.07,0.82,0.05,-0.009
0,0,201,1.67,-0.36,-0.02,0.34,0.43,-0.009
0,0,202,1.67,-0.35,-0.09,0.18,-0.41,-0.009
0,0,203,1.67,-0.35,-0.09,0.52,-0.58,-0.009
0,0,204,1.67,-0.34,-0.04,0.04,-0.17,-0.008
0,0,205,1.67,-0.34,0.06,0.86,-0.61,-0.009
0,0,206,1.67,-0.33,0.12,0.63,0.59,-0.009
0,0,207,1.67,-0.33,0.11,0.28,-0.84,-0.008
0,0,208,1.68,-0.33,0.08,0.33,-0.10,-0.008
0,0,209,1.68,-0.32,0.07,0.43,-0.79,-0.008
0,0,210,1.68,-0.32,0.07,0.26,0.02,-0.008
0,0,211,1.68,-0.31,0.05,0.39,0.49,-0.008
0,0,212,1.69,-0.31,0.04,0.15,-0.27,-0.008
0,0,213,1.69,-0.31,0.03,0.14,-0.23,-0.008
0,0,214,1.69,-0.31,0.01,0.38,-0.12,-0.008
0,0,215,1.69,-0.30,0.00,0.55,-0.51,-0.008
0,0,216,1.69,-0.30,-0.00,0.76,0.12,-0.009
0,0,217,1.69,-0.30,0.02,0.11,-0.62,-0.009
0,0,218,1.70,-0.29,-0.05,0.10,-0.24,-0.009
0,0,219,1.70,-0.29,-0.04,0.02,0.44,-0.009
0,0,220,1.70,-0.29,-0.06,0.16,0.25,-0.009
0,0,221,1.70,-0.29,-0.07,0.55,-0.16,-0.009
0,0,222,1.70,-0.28,-0.08,0.81,-0.24,-0.009
0,0,223,1.70,-0.28,-0.04,0.67,-0.05,-0.009
0,0,224,1.70,-0.28,-0.04,0.21,-0.07,-0.009
0,0,225,1.70,-0.28,-0.10,0.28,0.14,-0.009
0,0,226,1.70,-0.27,-0.05,0.40,-0.56,-0.008
0,0,227,1.70,-0.27,0.01,0.37,-0.68,-0.008
0,0,228,1.71,-0.27,0.00,0.30,-0.42,-0.008
0,0,229,1.71,-0.26,-0.01,0.03,-0.05,-0.009
0,0,230,1.71,-0.26,-0.04,0.47,-0.16,-0.009
0,0,231,1.71,-0.26,-0.04,0.30,-0.85,-0.009
0,0,232,1.71,-0.25,-0.06,0.53,-0.70,-0.009
0,0,233,1.71,-0.25,-0.07,0.54,-0.53,-0.009
0,0,234,1.72,-0.24,-0.08,0.85,-0.55,-0.009
0,0,235,1.72,-0.23,-0.03,0.52,-0.61,-0.009
0,0,236,1.72,-0.23,-0.08,0.46,-0.88,-0.009
0,0,237,1.72,-0.22,-0.08,0.24,-0.74,-0.009
0,0,238,1.72,-0.22,-0.09,0.84,-0.98,-0.009
0,0,239,1.73,-0.21,-0.05,0.86,-0.64,-0.008
0,0,240,1.73,-0.20,-0.00,0.18,-0.60,-0.009
0,0,241,1.73,-0.20,-0.15,0.51,-0.84,-0.009
0,0,242,1.73,-0.19,-0.18,0.73,-0.88,-0.009
0,0,243,1.73,-0.18,-0.14,0.75,-0.08,-0.009
0,0,244,1.73,-0.17,-0.13,0.15,-0.73,-0.009
0,0,245,1.73,-0.17,-0.22,0.92,-0.25,-0.009
0,0,246,1.73,-0.16,-0.16,0.31,0.45,-0.009
0,0,247,1.74,-0.15,-0.21,0.58,-0.22,-0.009
0,0,248,1.74,-0.14,-0.22,0.58,-0.95,-0.009
0,0,249,1.74,-0.14,-0.23,0.57,-0.72,-0.009
0,0,250,1.74,-0.13,-0.25,0.52,0.13,-0.009
0,0,251,1.74,-0.12,-0.27,0.17,-0.59,-0.009
0,0,252,1.74,-0.11,-0.30,0.61,-0.08,-0.009
0,0,253,1.75,-0.10,-0.31,0.25,0.41,-0.009
0,0,254,1.75,-0.09,-0.34,0.52,-0.03,-0.009
0,0,255,1.75,-0.09,-0.36,0.82,-0.12,-0.009
0,0,256,1.75,-0.08,-0.33,0.43,-0.31,-0.009
0,0,257,1.75,-0.07,-0.39,0.73,0.04,-0.009
0,0,258,1.75,-0.05,-0.39,0.70,-0.87,-0.009
0,0,259,1.75,-0.04,-0.40,0.20,-0.86,-0.009
0,0,260,1.75,-0.03,-0.49,0.68,0.33,-0.009
0,0,261,1.75,-0.01,-0.49,0.72,-0.81,-0.009
0,0,262,1.75,-0.00,-0.49,0.49,-0.69,-0.009
0,0,263,1.75,0.01,-0.54,0.45,-0.64,-0.010
0,0,264,1.75,0.03,-0.58,0.64,0.20,-0.010
0,0,265,1.75,0.04,-0.60,0.09,0.08,-0.010
0,0,266,1.75,0.05,-0.71,0.18,-0.29,-0.010
0,0,267,1.75,0.07,-0.78,0.81,-0.60,-0.010
0,0,268,1.75,0.08,-0.77,0.87,0.03,-0.010
0,0,269,1.75,0.10,-0.75,0.20,0.53,-0.010
0,0,270,1.74,0.11,-0.87,0.38,-0.30,-0.010
0,0,271,1.74,0.13,-0.92,0.39,-0.55,-0.010
0,0,272,1.74,0.14,-0.99,0.18,-0.90,-0.011
0,0,273,1.74,0.16,-1.07,0.51,0.63,-0.011
0,0,274,1.73,0.17,-1.13,0.62,0.36,-0.011
0,0,275,1.73,0.19,-1.16,0.59,-0.84,-0.011
0,0,276,1.73,0.21,-1.20,0.45,-0.03,-0.011
0,0,277,1.72,0.22,-1.28,0.54,-0.27,-0.011
0,0,278,1.72,0.24,-1.33,0.69,-0.51,-0.011
0,0,279,1.71,0.26,-1.36,0.50,-0.56,-0.011
0,0,280,1.70,0.29,-1.41,0.82,-0.61,-0.011
0,0,281,1.70,0.31,-1.42,0.74,-0.40,-0.012
0,0,282,1.69,0.33,-1.45,0.24,-0.48,-0.012
0,0,283,1.68,0.36,-1.56,0.75,-0.77,-0.012
0,0,284,1.68,0.39,-1.58,0.32,-0.29,-0.012
0,0,285,1.67,0.41,-1.68,0.47,-0.82,-0.012
0,0,286,1.66,0.44,-1.75,0.52,-0.33,-0.012
0,0,287,1.65,0.47,-1.82,0.51,-0.85,-0.013
0,0,288,1.64,0.50,-1.89,0.65,-0.25,-0.013
0,0,289,1.63,0.53,-1.94,0.89,-0.89,-0.013
0,0,290,1.62,0.57,-1.96,0.81,-0.63,-0.013
0,0,291,1.61,0.60,-2.00,0.73,-0.82,-0.013
0,0,292,1.60,0.64,-2.05,0.65,0.14,-0.013
0,0,293,1.58,0.68,-2.11,0.30,-0.67,-0.014
0,0,294,1.57,0.72,-2.22,0.38,-0.13,-50.000
0,1,295,5.38,-3.60,-0.20,0.96,0.32,-0.011
0,1,296,5.38,-3.60,-0.10,0.38,-0.57,-0.011
0,1,297,5.38,-3.60,-0.18,0.85,0.85,-0.011
0,1,298,5.37,-3.60,-0.13,0.57,-0.10,-0.011
0,1,299,5.37,-3.60,-0.15,0.23,0.45,-0.011
0,1,300,5.37,-3.60,-0.28,0.26,0.49,-0.011
0,1,301,5.36,-3.60,-0.40,0.57,0.65,-0.011
0,1,302,5.35,-3.60,-0.42,0.38,-0.22,-0.011
0,1,303,5.34,-3.60,-0.50,0.19,0.25,-0.011
0,1,304,5.33,-3.60,-0.64,0.13,-0.20,-0.011
0,1,305,5.31,-3.60,-0.79,0.77,0.59,-0.012
0,1,306,5.30,-3.60,-0.76,0.17,-0.06,-0.012
0,1,307,5.28,-3.60,-0.90,0.07,-0.58,-0.012
0,1,308,5.26,-3.60,-1.08,0.53,-0.06,-0.012
0,1,309,5.23,-3.60,-1.11,0.16,-0.55,-0.012
0,1,310,5.21,-3.60,-1.26,0.40,0.00,-0.012
0,1,311,5.18,-3.60,-1.33,0.30,0.62,-0.012
0,1,312,5.15,-3.60,-1.44,0.22,-0.82,-0.013
0,1,313,5.12,-3.60,-1.57,0.74,-0.75,-0.013
0,1,314,5.09,-3.60,-1.54,0.09,0.10,-0.013
0,1,315,5.06,-3.60,-1.70,0.08,0.15,-0.013
0,1,316,5.02,-3.60,-1.87,0.08,0.31,-0.013
0,1,317,4.98,-3.60,-2.04,0.19,-0.87,-0.013
0,1,318,4.94,-3.60,-2.17,0.55,-0.55,-0.013
0,1,319,4.89,-3.60,-2.20,0.53,0.29,-0.013
0,1,320,4.85,-3.60,-2.23,0.22,0.58,-0.013
0,1,321,4.80,-3.60,-2.36,0.56,-0.37,-0.014
0,1,322,4.75,-3.60,-2.38,0.39,-0.21,-0.014
0,1,323,4.70,-3.60,-2.45,0.31,-0.53,-0.014
0,1,324,4.65,-3.60,-2.55,0.46,0.46,-0.014
0,1,325,4.60,-3.60,-2.61,0.05,-0.94,-0.014
0,1,326,4.54,-3.60,-2.78,0.20,-0.06,-0.014
0,1,327,4.49,-3.60,-2.91,0.04,-0.56,-0.014
0,1,328,4.42,-3.60,-3.09,0.08,-0.37,-0.015
0,1,329,4.36,-3.60,-3.26,0.15,0.16,-0.015
0,1,330,4.29,-3.60,-3.40,0.12,-0.26,-0.015
0,1,331,4.22,-3.60,-3.55,0.08,-0.06,-0.015
0,1,332,4.15,-3.60,-3.72,0.32,-0.17,-0.015
0,1,333,4.07,-3.60,-3.81,0.18,-0.62,-0.015
0,1,334,3.99,-3.60,-3.94,0.13,-0.51,-0.016
0,1,335,3.91,-3.60,-4.09,0.54,-0.61,-0.016
0,1,336,3.83,-3.60,-4.12,0.24,-0.93,-0.016
0,1,337,3.74,-3.60,-4.23,0.20,-0.92,-0.016
0,1,338,3.65,-3.60,-4.36,0.57,-0.24,-0.016
0,1,339,3.57,-3.60,-4.38,0.09,-0.98,-0.017
0,1,340,3.48,-3.60,-4.54,0.02,0.76,-0.017
0,1,341,3.38,-3.60,-4.72,0.26,-0.50,-0.017
0,1,342,3.28,-3.61,-4.83,0.22,-0.65,-0.017
0,1,343,3.19,-3.61,-4.95,0.02,-0.87,-0.018
0,1,344,3.08,-3.61,-5.13,0.09,-0.50,-0.018
0,1,345,2.98,-3.61,-5.29,0.18,-0.33,-0.019
0,1,346,2.87,-3.61,-5.42,0.24,-0.78,-0.019
0,1,347,2.76,-3.61,-5.53,0.02,-0.70,-0.019
0,1,348,2.64,-3.61,-5.71,0.00,-0.81,-0.020
0,1,349,2.53,-3.61,-5.89,0.05,-0.92,-0.020
0,1,350,2.41,-3.62,-6.06,0.02,-0.81,-0.021
0,1,351,2.28,-3.62,-6.24,0.02,-0.24,-0.022
0,1,352,2.15,-3.62,-6.42,0.09,-0.73,-0.022
0,1,353,2.02,-3.62,-6.57,0.06,-0.82,-0.023
0,1,354,1.89,-3.62,-6.74,0.13,-0.64,-0.024
0,1,355,1.75,-3.63,-6.88,0.03,-0.53,-0.025
0,1,356,1.61,-3.63,-7.06,0.06,-0.63,-0.014
0,1,357,1.57,-3.63,-1.82,0.31,-0.42,-0.010
0,1,358,1.59,-3.63,0.28,0.74,0.60,-0.010
0,1,359,1.59,-3.63,0.31,0.61,0.38,-0.010
0,1,360,1.60,-3.63,0.29,0.14,-0.01,-0.010
0,1,361,1.60,-3.63,0.14,0.26,-0.51,-0.010
0,1,362,1.61,-3.63,0.09,0.28,-0.25,-0.010
0,1,363,1.61,-3.63,0.06,0.24,-0.67,-0.010
0,1,364,1.61,-3.63,0.05,0.88,-0.25,-0.010
0,1,365,1.61,-3.63,0.12,0.28,0.03,-0.010
0,1,366,1.61,-3.63,0.01,0.72,-0.71,-0.010
0,1,367,1.61,-3.63,0.03,0.30,0.42,-0.010
0,1,368,1.61,-3.63,-0.02,0.33,-0.90,-0.010
0,1,369,1.61,-3.63,-0.01,0.35,0.09,-0.010
0,1,370,1.61,-3.63,-0.02,0.74,-0.57,-0.010
0,1,371,1.62,-3.63,0.18,0.69,-0.81,-0.010
0,1,372,1.62,-3.63,0.28,0.25,-0.39,-0.010
0,1,373,1.63,-3.63,0.27,0.19,-0.46,-0.010
0,1,374,1.64,-3.62,0.25,0.64,0.25,-0.010
0,1,375,1.64,-3.62,0.25,0.16,0.29,-0.010
0,1,376,1.65,-3.62,0.21,0.46,-0.39,-0.010
0,1,377,1.65,-3.62,0.21,0.32,-0.75,-0.010
0,1,378,1.66,-3.61,0.19,0.23,0.37,-0.010
0,1,379,1.66,-3.61,0.17,0.27,-0.04,-0.010
0,1,380,1.67,-3.60,0.15,0.88,-0.35,-0.010
0,1,381,1.67,-3.60,0.22,0.66,0.61,-0.010
0,1,382,1.68,-3.59,0.21,0.36,0.48,-0.010
0,1,383,1.68,-3.59,0.12,0.57,0.24,-0.010
0,1,384,1.69,-3.58,0.10,0.14,-0.43,-0.010
0,1,385,1.69,-3.57,0.03,0.33,0.11,-0.010
0,1,386,1.69,-3.57,0.07,0.58,0.09,-0.010
0,1,387,1.69,-3.56,0.09,0.28,-0.20,-0.010
0,1,388,1.70,-3.55,0.06,0.27,-0.42,-0.010
0,1,389,1.70,-3.54,0.05,0.19,-0.38,-0.010
0,1,390,1.70,-3.53,0.02,0.21,-0.70,-0.010
0,1,391,1.70,-3.52,0.01,0.83,-0.07,-0.010
0,1,392,1.71,-3.51,0.05,0.23,-0.53,-0.010
0,1,393,1.71,-3.50,-0.05,0.67,-0.17,-0.010
0,1,394,1.71,-3.49,-0.04,0.83,-0.56,-0.010
0,1,395,1.71,-3.48,0.00,0.18,-0.57,-0.010
0,1,396,1.71,-3.47,-0.08,0.22,-0.48,-0.010
0,1,397,1.71,-3.45,-0.08,0.34,0.48,-0.010
0,1,398,1.71,-3.44,-0.09,0.42,-0.28,-0.010
0,1,399,1.71,-3.43,-0.10,0.72,0.02,-0.010
0,1,400,1.71,-3.41,-0.09,0.30,-0.64,-0.011
0,1,401,1.71,-3.40,-0.15,0.16,-0.02,-0.011
0,1,402,1.70,-3.38,-0.17,0.11,0.22,-0.011
0,1,403,1.70,-3.37,-0.18,0.11,0.57,-0.010
0,1,404,1.70,-3.36,-0.14,0.39,-0.62,-0.010
0,1,405,1.70,-3.35,-0.17,0.51,-0.90,-0.010
0,1,406,1.70,-3.34,-0.14,0.62,-0.01,-0.010
0,1,407,1.71,-3.34,0.04,0.11,0.14,-0.010
0,1,408,1.71,-3.33,0.06,0.36,0.59,-0.010
0,1,409,1.72,-3.33,0.05,0.69,-0.29,-0.010
0,1,410,1.72,-3.32,0.05,0.17,0.31,-0.010
0,1,411,1.73,-3.32,-0.00,0.76,0.32,-0.010
0,1,412,1.73,-3.31,0.02,0.31,-0.36,-0.010
0,1,413,1.73,-3.31,-0.03,0.60,0.06,-0.010
0,1,414,1.74,-3.30,-0.05,0.40,0.77,-0.010
0,1,415,1.74,-3.30,-0.07,0.07,-0.55,-0.010
0,1,416,1.74,-3.29,-0.11,0.53,0.55,-0.010
0,1,417,1.75,-3.29,-0.11,0.44,-0.49,-0.010
